QGC WPL 110
0	0	1	16		0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	-0.750000	1
1	0	1	16		-0.000401	-0.000004	-0.000006	0.101010	-0.000008	-0.000000	-0.750000	1
2	0	1	16		-0.005636	-0.000055	-0.000082	0.202020	-0.000238	-0.000002	-0.750003	1
3	0	1	16		-0.025016	-0.000245	-0.000384	0.303030	-0.001622	-0.000016	-0.750024	1
4	0	1	16		-0.069082	-0.000673	-0.001127	0.404040	-0.006125	-0.000060	-0.750096	1
5	0	1	16		-0.146859	-0.001420	-0.002554	0.505051	-0.016717	-0.000163	-0.750275	1
6	0	1	16		-0.264232	-0.002530	-0.004916	0.606061	-0.037131	-0.000359	-0.750643	1
7	0	1	16		-0.423222	-0.004004	-0.008458	0.707071	-0.071503	-0.000686	-0.751308	1
8	0	1	16		-0.621927	-0.005792	-0.013400	0.808081	-0.123971	-0.001178	-0.752399	1
9	0	1	16		-0.854955	-0.007801	-0.019940	0.909091	-0.198303	-0.001864	-0.754069	1
10	0	1	16		-1.114155	-0.009903	-0.028239	1.010101	-0.297573	-0.002758	-0.756487	1
11	0	1	16		-1.389519	-0.011936	-0.038424	1.111111	-0.423930	-0.003862	-0.759837	1
12	0	1	16		-1.670113	-0.013720	-0.050583	1.212121	-0.578460	-0.005161	-0.764315	1
13	0	1	16		-1.944963	-0.015062	-0.064767	1.313131	-0.761133	-0.006619	-0.770124	1
14	0	1	16		-2.203785	-0.015764	-0.080986	1.414141	-0.970840	-0.008182	-0.777468	1
15	0	1	16		-2.437547	-0.015633	-0.099210	1.515152	-1.205496	-0.009775	-0.786553	1
16	0	1	16		-2.638798	-0.014478	-0.119367	1.616162	-1.462178	-0.011305	-0.797576	1
17	0	1	16		-2.801784	-0.012122	-0.141344	1.717172	-1.737296	-0.012660	-0.810728	1
18	0	1	16		-2.922358	-0.008394	-0.164984	1.818182	-2.026765	-0.013708	-0.826186	1
19	0	1	16		-2.997729	-0.003137	-0.190088	1.919192	-2.326148	-0.014304	-0.844108	1
20	0	1	16		-3.026118	0.003799	-0.216411	2.020202	-2.630784	-0.014285	-0.864629	1
21	0	1	16		-3.006409	0.012554	-0.243666	2.121212	-2.935866	-0.013475	-0.887859	1
22	0	1	16		-2.937908	0.023258	-0.271525	2.222222	-3.236496	-0.011684	-0.913875	1
23	0	1	16		-2.820349	0.036028	-0.299625	2.323232	-3.527730	-0.008707	-0.942720	1
24	0	1	16		-2.654306	0.050962	-0.327575	2.424242	-3.804629	-0.004332	-0.974400	1
25	0	1	16		-2.442197	0.068120	-0.354972	2.525253	-4.062398	0.001663	-1.008879	1
26	0	1	16		-2.189398	0.087515	-0.381409	2.626263	-4.296632	0.009505	-1.046079	1
27	0	1	16		-1.902498	0.109120	-0.406478	2.727273	-4.503553	0.019417	-1.085885	1
28	0	1	16		-1.587929	0.132875	-0.429773	2.828283	-4.680043	0.031622	-1.128136	1
29	0	1	16		-1.252084	0.158687	-0.450894	2.929293	-4.823630	0.046330	-1.172634	1
30	0	1	16		-0.901403	0.186426	-0.469461	3.030303	-4.932490	0.063744	-1.219140	1
31	0	1	16		-0.542390	0.215921	-0.485119	3.131313	-5.005451	0.084051	-1.267377	1
32	0	1	16		-0.181554	0.246963	-0.497540	3.232323	-5.042002	0.107417	-1.317035	1
33	0	1	16		0.174679	0.279302	-0.506436	3.333333	-5.042284	0.133986	-1.367771	1
34	0	1	16		0.520088	0.312645	-0.511554	3.434343	-5.007078	0.163875	-1.419218	1
35	0	1	16		0.848792	0.346664	-0.512689	3.535354	-4.937779	0.197170	-1.470981	1
36	0	1	16		1.155378	0.380990	-0.509676	3.636364	-4.836351	0.233919	-1.522652	1
37	0	1	16		1.435028	0.415222	-0.502402	3.737374	-4.705277	0.274134	-1.573803	1
38	0	1	16		1.683624	0.448925	-0.490800	3.838384	-4.547492	0.317784	-1.624001	1
39	0	1	16		1.897826	0.481642	-0.474855	3.939394	-4.366310	0.364793	-1.672808	1
40	0	1	16		2.075134	0.512891	-0.454603	4.040404	-4.165336	0.415036	-1.719786	1
41	0	1	16		2.213905	0.542176	-0.430131	4.141414	-3.948389	0.468341	-1.764505	1
42	0	1	16		2.313356	0.568989	-0.401574	4.242424	-3.719408	0.524484	-1.806544	1
43	0	1	16		2.373533	0.592822	-0.369120	4.343434	-3.482368	0.583188	-1.845500	1
44	0	1	16		2.395254	0.613167	-0.333003	4.444444	-3.241202	0.644128	-1.880990	1
45	0	1	16		2.380048	0.629529	-0.293504	4.545455	-2.999722	0.706926	-1.912659	1
46	0	1	16		2.330073	0.641431	-0.250946	4.646465	-2.761555	0.771156	-1.940181	1
47	0	1	16		2.248049	0.648417	-0.205690	4.747475	-2.530080	0.836343	-1.963264	1
48	0	1	16		2.137196	0.650065	-0.158133	4.848485	-2.308375	0.901969	-1.981657	1
49	0	1	16		2.001212	0.645989	-0.108699	4.949495	-2.099170	0.967476	-1.995147	1
50	0	1	16		1.844288	0.635844	-0.057830	5.050505	-1.904795	1.032268	-2.003568	1
51	0	1	16		1.671047	0.619349	-0.005985	5.151515	-1.727136	1.095716	-2.006797	1
52	0	1	16		1.486189	0.596329	0.046355	5.252525	-1.567601	1.157169	-2.004760	1
53	0	1	16		1.294350	0.566710	0.098704	5.353535	-1.427130	1.215964	-1.997432	1
54	0	1	16		1.100063	0.530508	0.150573	5.454545	-1.306199	1.271434	-1.984836	1
55	0	1	16		0.907699	0.487818	0.201488	5.555556	-1.204831	1.322919	-1.967045	1
56	0	1	16		0.721400	0.438823	0.250989	5.656566	-1.122621	1.369771	-1.944179	1
57	0	1	16		0.545000	0.383796	0.298638	5.757576	-1.058759	1.411366	-1.916403	1
58	0	1	16		0.381953	0.323110	0.344019	5.858586	-1.012069	1.447115	-1.883925	1
59	0	1	16		0.235263	0.257241	0.386743	5.959596	-0.981046	1.476467	-1.846994	1
60	0	1	16		0.107424	0.186775	0.426450	6.060606	-0.963906	1.498928	-1.805897	1
61	0	1	16		0.000372	0.112406	0.462807	6.161616	-0.958643	1.514067	-1.760955	1
62	0	1	16		-0.084547	0.034939	0.495517	6.262626	-0.963085	1.521531	-1.712523	1
63	0	1	16		-0.146592	-0.044728	0.524313	6.363636	-0.974953	1.521052	-1.660982	1
64	0	1	16		-0.185627	-0.125609	0.548972	6.464646	-0.991924	1.512455	-1.606740	1
65	0	1	16		-0.202105	-0.206651	0.569309	6.565657	-1.011693	1.495670	-1.550225	1
66	0	1	16		-0.197033	-0.286753	0.585186	6.666667	-1.032027	1.470738	-1.491879	1
67	0	1	16		-0.171930	-0.364791	0.596514	6.767677	-1.050823	1.437810	-1.432158	1
68	0	1	16		-0.128769	-0.439640	0.603258	6.868687	-1.066152	1.397151	-1.371525	1
69	0	1	16		-0.069918	-0.510200	0.605433	6.969697	-1.076308	1.349138	-1.310442	1
70	0	1	16		0.001919	-0.575409	0.603112	7.070707	-1.079840	1.294260	-1.249367	1
71	0	1	16		0.083763	-0.634264	0.596416	7.171717	-1.075583	1.233108	-1.188749	1
72	0	1	16		0.172402	-0.685818	0.585516	7.272727	-1.062689	1.166372	-1.129021	1
73	0	1	16		0.264420	-0.729174	0.570614	7.373737	-1.040641	1.094835	-1.070597	1
